[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[391.11474037 358.2140525 ],[355.20458656 317.72552559],[296.8812643  382.49418706],[331.2191895 317.8229404],[340.38898401 389.48305897],[338.16747169 329.20956375],[377.89550077 309.92319371],[342.53671428 371.62960823],[395.10508584 329.80084631],[347.80642575 323.56635238],[351.99129195 309.26887143],[322.51778031 375.76738834],[395.13137117 346.75561537],[368.24152045 310.68703967],[307.03197203 390.34144563],[325.37792921 347.48618867],[331.73102043 301.5967444 ],[333.60305388 396.7510813 ],[383.48956978 350.07913556],[300.33335039 343.47659214],[308.35378577 315.76501331],[334.27121333 355.40887907],[363.1200667 366.739891 ],[369.1016602  375.71448122],[318.22986069 392.18092991],[321.71847938 318.44483062],[287.02613483 395.24058368],[314.22912169 339.10231347],[367.15718632 325.30451566],[347.99623815 382.68731461],[329.05455959 309.54084214],[314.7184067  353.67478476],[296.82329098 390.61175817],[301.95253885 369.64862447],[298.24806956 401.37573745],[321.8180277  325.11650556],[382.47145586 370.5759533 ],[316.90068043 313.76466379],[363.18909823 383.55297876],[309.88422013 401.83163736],[335.39242872 381.4264956 ],[330.98757717 366.10114402],[316.49383453 363.49265486],[381.19976762 328.83006543],[370.90754498 318.78958381],[332.92609335 324.52641729],[346.577025   347.93275773],[354.54323372 388.47883366],[340.28928021 314.71445095],[341.77867335 358.85906699]
[390.65049167 358.02692072],[355.51779304 317.87652104],[296.85683012 382.43481963],[331.27328962 317.65596547],[340.28276587 389.48248563],[338.3980087  329.23569705],[378.07324079 310.05775926],[342.7958501  371.70558677],[394.8258893  329.83107228],[348.01590342 323.64896823],[352.19606455 309.24080483],[322.65986354 375.9183952 ],[394.66741302 346.60583079],[368.24833696 310.58749208],[306.9089912  390.27965261],[325.76574012 347.45002776],[331.91440247 301.62242407],[333.33860891 396.76294719],[383.03773551 349.97636106],[300.71284536 343.39856975],[308.53070545 315.83105538],[334.48703655 355.33280478],[362.67126504 366.58778061],[368.84042409 375.5822688 ],[318.18492056 392.14665579],[321.85765741 318.37962971],[287.03570413 395.2201516 ],[314.46442591 338.94607283],[367.19919632 325.57584852],[347.84507359 382.57094351],[329.11441416 309.46662211],[314.94484484 353.60413853],[296.78973431 390.7357336 ],[302.12966756 369.67728634],[298.17379112 401.35833873],[321.88064496 325.14830707],[381.8822134  370.43738856],[317.0848469  313.57647666],[362.81290069 383.48998228],[309.66599134 401.89749052],[335.25181978 381.38501591],[331.27882132 366.17289021],[316.80443988 363.50424101],[381.18273737 328.8264348 ],[371.14781653 318.91226513],[332.93442043 324.49841094],[346.78623808 347.85663273],[354.16336214 388.46825076],[340.57613638 314.60025822],[342.1637928  358.97326153]
[390.18747356 357.85468651],[355.82622721 318.02521815],[296.8435656  382.38553665],[331.3461992  317.49413083],[340.1756682  389.49074571],[338.63194003 329.28852478],[378.24457848 310.19956371],[343.03183063 371.77645284],[394.53612906 329.87125183],[348.224407   323.73607784],[352.40543018 309.21903738],[322.78749394 376.06301165],[394.21435064 346.44784405],[368.25496168 310.51215607],[306.8020013  390.22002099],[326.15050086 347.4283295 ],[332.10478602 301.64026047],[333.08578883 396.77193885],[382.58558003 349.86621791],[301.10866597 343.33883845],[308.71372412 315.90134472],[334.69065018 355.26832049],[362.244374   366.46582107],[368.57922587 375.4556003 ],[318.1396832  392.12098792],[322.00882202 318.31451411],[287.06924942 395.19653443],[314.70650304 338.78727413],[367.23812572 325.83457712],[347.6953393  382.45514141],[329.17802866 309.3917251 ],[315.17769381 353.54320892],[296.76716428 390.84981367],[302.31648984 369.70565385],[298.11573564 401.33802429],[321.94715921 325.22050367],[381.30753255 370.30239969],[317.25820636 313.38145195],[362.45621237 383.42582677],[309.47217055 401.9527896 ],[335.12142143 381.34999243],[331.55274605 366.24405915],[317.11259661 363.51199218],[381.1591542 328.8336971],[371.37134113 319.03115284],[332.96053984 324.49379133],[346.98747108 347.78953608],[353.81030045 388.47132018],[340.86082188 314.49336264],[342.53453532 359.09125323]
[389.75359765 357.70522956],[356.11169567 318.16349736],[296.84097175 382.34768034],[331.43164991 317.34906055],[340.0742203  389.50588358],[338.85362963 329.35786598],[378.39957775 310.33905345],[343.23543597 371.83924866],[394.25629195 329.91664944],[348.41974805 323.82175617],[352.60595364 309.20455915],[322.89616127 376.1936195 ],[393.79692602 346.29401608],[368.26187245 310.46156803],[306.71598248 390.16574266],[326.50879351 347.41925216],[332.29051316 301.65106387],[332.8582256  396.77825787],[382.16083054 349.75808935],[301.49341048 343.29791545],[308.89150044 315.97177545],[334.87369399 355.21809412],[361.86118014 366.37505678],[368.33396143 375.34208475],[318.09745967 392.10353538],[322.16013825 318.25594272],[287.11977457 395.17188622],[314.94039105 338.63859265],[367.27292328 326.06700676],[347.55611944 382.3476853 ],[329.24159762 309.32178083],[315.40200473 353.49422757],[296.75587924 390.94816256],[302.50046853 369.73233688],[298.07488914 401.31715591],[322.01366261 325.3180137 ],[380.78016617 370.1786204 ],[317.41441477 313.19419794],[362.13699962 383.36521055],[309.31061519 401.99657492],[335.00702548 381.32263691],[331.79644879 366.31053176],[317.4002739  363.51648805],[381.13136618 328.84916473],[371.56779471 319.14056105],[333.00064488 324.50822653],[347.17012324 347.73494617],[353.50026025 388.48557379],[341.12658351 314.40034154],[342.86992615 359.20510135]
[389.29555852 357.56010299],[356.40901849 318.30891208],[296.84934378 382.3165047 ],[331.54136909 317.20555406],[339.96593351 389.5297862 ],[339.08966311 329.45017253],[378.55680865 310.49360092],[343.43404981 371.89330619],[393.95305741 329.97238048],[348.62639359 323.91659317],[352.82236646 309.19643339],[323.00002039 376.32622372],[393.36300422 346.12691465],[368.27087115 310.42941528],[306.64150957 390.11008838],[326.88415459 347.42106106],[332.49560784 301.65697658],[332.62814686 396.7830508 ],[381.71134368 349.64001348],[301.91386396 343.27080626],[309.08684586 316.05200085],[335.06048127 355.17663039],[361.47420323 366.3029785 ],[368.07456852 375.22842303],[318.06909851 392.08779412],[322.32985216 318.19929169],[287.19299511 395.14333299],[315.19586994 338.48430249],[367.30867587 326.30198491],[347.4105982  382.23630465],[329.3136436  309.24903991],[315.6457964  353.45140196],[296.75571268 391.04237448],[302.70483369 369.76093799],[298.04694809 401.29378155],[322.08938747 325.44891424],[380.23553688 370.05100387],[317.57542021 312.99366494],[361.81565857 383.30131926],[309.16218653 402.03476064],[334.89426904 381.29958052],[332.04064492 366.38048967],[317.70587072 363.54047079],[381.09566639 328.87442583],[371.76165725 319.25498551],[333.0605396  324.54287664],[347.35698775 347.68713554],[353.19421754 388.51269701],[341.40663001 314.3111795 ],[343.21534195 359.32755192]
[388.86777611 357.4350366 ],[356.68312548 318.44479845],[296.86729133 382.29446268],[331.66113811 317.08184293],[339.86413519 389.55852895],[339.3113517  329.55081281],[378.6979847  310.64421046],[343.60658327 371.93503945],[393.66427725 330.03058575],[348.82008435 324.00902   ],[353.02854053 309.19540713],[323.08897715 376.44599612],[392.96267149 345.96818177],[368.28137317 310.41696612],[306.58685733 390.05935375],[327.23206937 347.43211668],[332.69574915 301.65883807],[332.42221729 396.78622108],[381.29093245 349.52763681],[302.3181545 343.2593048],[309.27663182 316.13279348],[335.23113026 355.14842038],[361.13247937 366.2377469 ],[367.83213798 375.12777074],[318.05543613 392.07534722],[322.49630971 318.15289285],[287.27754937 395.1146834 ],[315.44232814 338.34453149],[367.34180331 326.51310217],[347.27636272 382.1345377 ],[329.38573536 309.1830319 ],[315.87966758 353.41942915],[296.76639451 391.12203522],[302.90466833 369.78862835],[298.03402669 401.27131719],[322.16569643 325.59118837],[379.73734411 369.93418568],[317.7247631  312.80567268],[361.52838766 383.24194212],[309.04253358 402.06420479],[334.79548991 381.2829778 ],[332.25860639 366.44602328],[317.99281547 363.57793973],[381.05686658 328.90527933],[371.93181802 319.36170805],[333.13156004 324.59063125],[347.52695214 347.65108708],[352.92547424 388.54801491],[341.66805151 314.2365013 ],[343.52992614 359.44319855]
[388.41779204 357.3142244 ],[356.96753816 318.58843878],[296.89787441 382.27849515],[331.80656164 316.96483996],[339.75670179 389.59546219],[339.54571685 329.67091424],[378.84026555 310.809545  ],[343.77504311 371.97070645],[393.35539903 330.09817989],[349.0251031  324.11054105],[353.24995601 309.20205073],[323.18661487 376.56932121],[392.54609345 345.79966138],[368.29543215 310.42243501],[306.54654257 390.00721092],[327.59511996 347.45365696],[332.91667605 301.65803279],[332.21573767 396.78855259],[380.84815916 349.40791622],[302.75574236 343.26238004],[309.48527742 316.22512379],[335.40809794 355.13092573],[360.79320564 366.17164198],[367.5770824  375.02803365],[318.05436983 392.06470929],[322.67614071 318.11052097],[287.38353951 395.08259065],[315.71084647 338.20413986],[367.37696962 326.72698066],[347.13739443 382.03062573],[329.46737756 309.11653169],[316.13288579 353.39508296],[296.79044916 391.19676677],[303.12540948 369.81945912],[298.03526838 401.24753823],[322.25315453 325.75908363],[379.22461635 369.81372812],[317.88324867 312.60898069],[361.23963936 383.18013956],[308.93767027 402.08902609],[334.69868875 381.2708841 ],[332.47812895 366.51561149],[318.29664969 363.63268271],[381.0099745  328.94538915],[372.09957542 319.47475324],[333.22292319 324.65665412],[347.70142062 347.62282761],[352.66013932 388.59578061],[341.9436536  314.16828137],[343.85178966 359.5658152 ]
[387.99897678 357.21039311],[357.2289202  318.72330834],[296.93695927 382.26931107],[331.95887857 316.86862937],[339.65698199 389.63533954],[339.76475775 329.79372507],[378.96742828 310.96938631],[343.92169012 371.99799991],[393.06441757 330.1662654 ],[349.21738453 324.20891891],[353.46004514 309.21519715],[323.28068638 376.68220189],[392.16154728 345.64262203],[368.31157042 310.44283155],[306.52447822 389.95961389],[327.93057142 347.48195333],[333.13199234 301.65610422],[332.03255026 396.79022541],[380.43591037 349.29591824],[303.1733132  343.27829039],[309.68803907 316.31814686],[335.57190695 355.12555048],[360.49366011 366.11249783],[367.33983796 374.94065919],[318.06425235 392.05689381],[322.84773916 318.07821934],[287.49625373 395.05123211],[315.96911379 338.08068357],[367.41036018 326.91983503],[347.01038793 381.93721132],[329.54890809 309.0580976 ],[316.3750303  353.38082411],[296.82458787 391.25870078],[303.34037029 369.85012064],[298.04937173 401.22569543],[322.34168426 325.92802246],[378.7570526  369.70353162],[318.03383021 312.42826377],[360.98187494 383.12345097],[308.85814017 402.10743615],[334.61469297 381.26427883],[332.67517815 366.58129375],[318.5813562  363.69575024],[380.96114202 328.98909269],[372.24675582 319.5812845 ],[333.32207774 324.73054667],[347.86061136 347.60493293],[352.42706702 388.64902374],[342.20113738 314.11427067],[344.14345694 359.68039697]
[387.55995676 357.11043462],[357.49933405 318.86657029],[296.990168   382.26536926],[332.13735307 316.78291815],[339.55333944 389.68296219],[339.99545547 329.93363377],[379.09514033 311.1435066 ],[344.06292209 372.03182582],[392.75642251 330.24314269],[349.42103234 324.31647942],[353.68481312 309.237069  ],[323.38250494 376.7990297 ],[391.76131554 345.47899209],[368.33238118 310.48037439],[306.51902439 389.91067516],[328.27964381 347.52044573],[333.36916339 301.65414887],[331.85063237 396.79189355],[380.00375643 349.17856108],[303.62216086 343.30933274],[309.91094857 316.42426065],[335.7437763  355.13260319],[360.19642842 366.05351048],[367.09143349 374.85538206],[318.08612026 392.0509973 ],[323.03281525 318.05365642],[287.6294546 395.0169451],[316.24955755 337.96067526],[367.44651456 327.11626116],[346.88725153 381.83386062],[329.64104637 309.00151867],[316.6364086 353.3756237],[296.87421184 391.31550405],[303.57677858 369.88493361],[298.07881499 401.20356618],[322.44347966 326.11637484],[378.27736899 369.59008295],[318.1971417  312.24300893],[360.72328858 383.06538309],[308.79489514 402.1221697 ],[334.53352284 381.26256353],[332.87479292 366.65173748],[318.88222856 363.77433211],[380.90421343 329.04177728],[372.40147234 319.6971356 ],[333.44155088 324.82083063],[348.02458215 347.59559468],[352.19694506 388.71421691],[342.47290975 314.06879243],[344.44067247 359.80085844]
[387.12755557 357.02008827],[357.76250758 319.01016246],[297.05508156 382.26644132],[332.33138765 316.71104894],[339.45284369 389.73533587],[340.22396915 330.08149649],[379.21595598 311.32143742],[344.19146462 372.06994464],[392.45122478 330.32413327],[349.62408623 324.42695053],[353.91095359 309.26688441],[323.48568411 376.91322309],[391.36950035 345.31997522],[368.35727282 310.53248186],[306.5315061  389.86334443],[328.62117665 347.56677216],[333.61471163 301.65370803],[331.6816426  396.79375098],[379.57835724 349.06371151],[304.07498313 343.35390606],[310.14159008 316.53790001],[335.91424425 355.15245605],[359.91915934 365.99854271],[366.84736753 374.77768972],[318.11852086 392.04743348],[323.22073341 318.03971976],[287.77493609 394.98202599],[316.53566442 337.85298612],[367.48374422 327.30526827],[346.77540462 381.72893802],[329.73894913 308.95127557],[316.90158608 353.38049419],[296.93742813 391.3639061 ],[303.82043694 369.94453592],[298.12242758 401.18331185],[322.55367312 326.31044939],[377.81492922 369.48031541],[318.36513599 312.06602979],[360.47945391 383.00995588],[308.75236079 402.13283947],[334.46046742 381.26610296],[333.06567536 366.7232067 ],[319.18120353 363.86344413],[380.84279512 329.10034006],[372.55373033 319.8157133 ],[333.57418748 324.92126625],[348.18383917 347.5956892 ],[351.98314423 388.78725954],[342.74560201 314.03396363],[344.72537272 359.91976024]
[386.72699203 356.94298233],[358.0039267  319.14587477],[297.126505   382.27159696],[332.52698724 316.65597504],[339.36173701 389.78843288],[340.4371251  330.22660976],[379.32404426 311.49186195],[344.30270847 372.10918572],[392.16775799 330.40369092],[349.81471844 324.53344598],[354.12489626 309.30189897],[323.5694124  377.02368222],[391.00826002 345.17545628],[368.38453852 310.59334279],[306.55898205 389.82057884],[328.93586194 347.61685383],[333.85318546 301.65581373],[331.53392484 396.7960211 ],[379.18476102 348.95854171],[304.50374732 343.4076547 ],[310.36570774 316.651665  ],[336.07396141 355.18234234],[359.67504794 365.95050469],[366.61508394 374.71560307],[318.15747298 392.0461829 ],[323.40016968 318.03650511],[287.9217807  394.94925177],[316.80953731 337.76332793],[367.5199525  327.47742934],[346.67977094 381.63079593],[329.83647457 308.91027794],[317.15419789 353.39439545],[297.00901607 391.40298948],[304.05561255 370.01991285],[298.17566402 401.16645677],[322.66531127 326.49590708],[377.39492828 369.38036849],[318.52822735 311.90787818],[360.26243994 382.96059451],[308.73006762 402.13993365],[334.39865429 381.27412716],[333.23816554 366.79172481],[319.46041439 363.95579983],[380.78153313 329.16039769],[372.69435084 319.92968082],[333.70977665 325.02338986],[348.32990078 347.60386003],[351.79532566 388.86236489],[343.00282891 314.01046833],[344.9824669  360.03010838]
[386.30902803 356.86954096],[358.25352724 319.29096322],[297.21394593 382.28144799],[332.7485957  316.61177177],[339.26924907 389.84885331],[340.66608709 330.39831607],[379.43310248 311.67586044],[344.41133691 372.15428207],[391.87207318 330.49176387],[350.01692462 324.64953579],[354.35334101 309.3469516 ],[323.64548541 377.14432517],[390.6330683  345.02878411],[368.41811303 310.67028611],[306.60571172 389.77751653],[329.26257245 347.67696031],[334.11482653 301.66211823],[331.38957196 396.79947796],[378.77483584 348.85073955],[304.96135401 343.4778279 ],[310.61201586 316.78033792],[336.24328967 355.22666531],[359.43378264 365.90385251],[366.36713047 374.66141732],[318.20765628 392.04732991],[323.59416365 318.04457571],[288.08819024 394.91514983],[317.1054424  337.68199657],[367.56000128 327.65490226],[346.58865843 381.52924604],[329.94644426 308.87440219],[317.42581329 353.42008291],[297.09891784 391.43818804],[304.31169256 370.11924675],[298.24579063 401.15161909],[322.79353741 326.69443471],[376.9657278  369.27820584],[318.70812934 311.75050445],[360.04537771 382.91194047],[308.725997   402.14483226],[334.34064645 381.2880121 ],[333.41391246 366.86636428],[319.75425785 364.06286823],[380.71299531 329.22957996],[372.84031243 320.0535363 ],[333.86547898 325.13962453],[348.48129482 347.62167034],[351.60982501 388.94881785],[343.2769201  313.99596025],[345.24377391 360.1456252 ]
